# Tetrahedron method
       -0.0179692927        0.0000000000
        0.0320307073        0.0001835494
        0.0820307073        0.0008078792
        0.1320307073        0.0025174334
        0.1820307073        0.0059184294
        0.2320307073        0.0104649737
        0.2820307073        0.0156475741
        0.3320307073        0.0217759836
        0.3820307073        0.0292308159
        0.4320307073        0.0386240217
        0.4820307073        0.0490395344
        0.5320307073        0.0616450167
        0.5820307073        0.0765775092
        0.6320307073        0.0942102309
        0.6820307073        0.1152377139
        0.7320307073        0.1392554732
        0.7820307073        0.1700744734
        0.8320307073        0.2092378436
        0.8820307073        0.2582374124
        0.9320307073        0.5367876479
        0.9820307073        0.7559023120
        1.0320307073        2.4643248157
        1.0820307073        3.7862173332
        1.1320307073        6.2497581813
        1.1820307073        6.3585145219
        1.2320307073        6.0500620052
        1.2820307073        6.9762534712
        1.3320307073        6.6579612312
        1.3820307073        5.8125794703
        1.4320307073        7.9309710195
        1.4820307073        7.2438458154
        1.5320307073        7.5796430450
        1.5820307073        7.2350373472
        1.6320307073        7.4500149994
        1.6820307073        5.9902628312
        1.7320307073        6.0236418567
        1.7820307073        7.4416927776
        1.8320307073        7.1867935634
        1.8820307073        5.1730269310
        1.9320307073        3.9229634298
        1.9820307073        2.2495775316
        2.0320307073        1.7337946948
        2.0820307073        2.0413724062
        2.1320307073        1.8690265899
        2.1820307073        2.0912909778
        2.2320307073        1.9955537553
        2.2820307073        1.8653207684
        2.3320307073        1.8022007612
        2.3820307073        1.8655373220
        2.4320307073        1.8679723116
        2.4820307073        1.7240553372
        2.5320307073        2.3113546540
        2.5820307073        2.3025582448
        2.6320307073        2.4241302139
        2.6820307073        2.5853473175
        2.7320307073        2.7739645843
        2.7820307073        3.0483668466
        2.8320307073        3.6197843079
        2.8820307073        3.8332741741
        2.9320307073        4.1107842693
        2.9820307073        4.8945264320
        3.0320307073        4.0454537763
        3.0820307073        4.0942220235
        3.1320307073        5.0564273616
        3.1820307073        6.2230801401
        3.2320307073        3.7382604342
        3.2820307073        3.8670132528
        3.3320307073        6.0730596716
        3.3820307073        3.5295126312
        3.4320307073        3.6112492457
        3.4820307073        3.6644604651
        3.5320307073        3.6780398573
        3.5820307073        2.9743868804
        3.6320307073        3.2240063454
        3.6820307073        3.5893777460
        3.7320307073        3.7334368189
        3.7820307073        3.8529374599
        3.8320307073        3.9672388965
        3.8820307073        4.0079881610
        3.9320307073        4.2437819044
        3.9820307073        4.4017835739
        4.0320307073        3.6813263237
        4.0820307073        3.7318771484
        4.1320307073        3.5782676712
        4.1820307073        3.8472784018
        4.2320307073        4.1283437392
        4.2820307073        4.4813674879
        4.3320307073        4.7721839868
        4.3820307073        5.4144964438
        4.4320307073        5.7641041242
        4.4820307073        4.6216539422
        4.5320307073        4.2668906024
        4.5820307073        3.3222753234
        4.6320307073        2.9764934486
        4.6820307073        2.6822608594
        4.7320307073        2.9198681647
        4.7820307073        3.2203595257
        4.8320307073        3.4175244443
        4.8820307073        3.7623037067
        4.9320307073        4.2904308692
        4.9820307073        4.7482224343
        5.0320307073        5.0024318306
        5.0820307073        4.9965081369
        5.1320307073        5.2583597878
        5.1820307073        6.0589196027
        5.2320307073        6.5441272624
        5.2820307073        4.1505110246
        5.3320307073        4.0028637508
        5.3820307073        4.8177809327
        5.4320307073        5.6063931881
        5.4820307073        4.6588126663
        5.5320307073        4.5425315242
        5.5820307073        4.0371797485
        5.6320307073        3.5259440605
        5.6820307073        3.1543802445
        5.7320307073        3.9844077036
        5.7820307073        3.4360879436
        5.8320307073        4.2897028792
        5.8820307073        4.5038920221
        5.9320307073        3.5279780519
        5.9820307073        3.3068475021
        6.0320307073        3.0883979365
        6.0820307073        2.5711673343
        6.1320307073        2.1715690877
        6.1820307073        1.8438638105
        6.2320307073        1.7576520076
        6.2820307073        1.8609712652
        6.3320307073        1.7586218106
        6.3820307073        1.6878007975
        6.4320307073        1.6310233459
        6.4820307073        1.6084500801
        6.5320307073        1.6066773805
        6.5820307073        1.6635057906
        6.6320307073        1.6842326543
        6.6820307073        1.7069542767
        6.7320307073        1.7804447589
        6.7820307073        1.8870579283
        6.8320307073        1.9247186169
        6.8820307073        2.0635739419
        6.9320307073        2.5124154863
        6.9820307073        2.7721733089
        7.0320307073        2.3513118428
        7.0820307073        2.2092452839
        7.1320307073        2.1911816047
        7.1820307073        1.9857585228
        7.2320307073        1.3663435736
        7.2820307073        1.3307001324
        7.3320307073        1.3094085536
        7.3820307073        1.2361587980
        7.4320307073        1.1746940823
        7.4820307073        1.1373001476
        7.5320307073        1.0870176478
        7.5820307073        0.5291662576
        7.6320307073        0.0000000000
        7.6820307073        0.0000000000
        7.7320307073        0.0000000000
        7.7820307073        0.0000000000
        7.8320307073        0.0000000000
        7.8820307073        0.0000000000
        7.9320307073        0.0000000000
        7.9820307073        0.0000000000
        8.0320307073        0.0000000000
        8.0820307073        0.0000000000
        8.1320307073        0.0000000000
        8.1820307073        0.0000000000
        8.2320307073        0.0000000000
        8.2820307073        0.0000000000
        8.3320307073        0.0000000000
        8.3820307073        0.0000000000
        8.4320307073        0.0000000000
        8.4820307073        0.2004156517
        8.5320307073        0.3522443139
        8.5820307073        0.5259717380
        8.6320307073        0.7360247619
        8.6820307073        0.9626366988
        8.7320307073        1.2512230910
        8.7820307073        1.8997699371
        8.8320307073        2.1770900438
        8.8820307073        2.5574811292
        8.9320307073        3.7844658665
        8.9820307073        4.3136343498
        9.0320307073        7.0359835102
        9.0820307073       11.7404470688
        9.1320307073       10.6446173674
        9.1820307073        6.7342797879
